content,sentimen,aspek,content_clean,content_casefolded,content_normalized,content_stopword,content_tokens,clean_text,content_stemmed
"Sebuah game changer bagi BNI dalam memberikan solusi terbaik untuk nasabah, dengan fitur & tampilan yang friendly serta mudah digunakan.",Positive,Tampilan,Sebuah game changer bagi BNI dalam memberikan solusi terbaik untuk nasabah dengan fitur  tampilan yang friendly serta mudah digunakan,sebuah game changer bagi bni dalam memberikan solusi terbaik untuk nasabah dengan fitur  tampilan yang friendly serta mudah digunakan,sebuah game changer bagi bni dalam memberikan solusi terbaik untuk nasabah dengan fitur tampilan yang friendly serta mudah digunakan,game changer solusi terbaik nasabah fitur tampilan friendly mudah,"['game', 'changer', 'solusi', 'terbaik', 'nasabah', 'fitur', 'tampilan', 'friendly', 'mudah']",game changer solusi terbaik nasabah fitur tampilan friendly mudah,"['game', 'changer', 'solusi', 'baik', 'nasabah', 'fitur', 'tampilan', 'friendly', 'mudah']"
"Easy to use, UI looks far better than the previous mobile banking, alongside with the UX that is much more intuitive. App launch is swift and doesnâ€™t take decades to load. Kudos to BNI for this massive improvement!",Positive,Tampilan,Easy to use UI looks far better than the previous mobile banking alongside with the UX that is much more intuitive App launch is swift and doesnt take decades to load Kudos to BNI for this massive improvement,easy to use ui looks far better than the previous mobile banking alongside with the ux that is much more intuitive app launch is swift and doesnt take decades to load kudos to bni for this massive improvement,easy tapi use ui looks far better tahan the previous mobile banking alongside with the ux that is much more intuitive app launch is swift and doesnt take decades tapi load kudos tapi bni for this massive improvement,easy use ui looks far better tahan the previous mobile banking alongside with the ux that is much more intuitive app launch is swift and doesnt take decades load kudos for this massive improvement,"['easy', 'use', 'ui', 'looks', 'far', 'better', 'tahan', 'the', 'previous', 'mobile', 'banking', 'alongside', 'with', 'the', 'ux', 'that', 'is', 'much', 'more', 'intuitive', 'app', 'launch', 'is', 'swift', 'and', 'doesnt', 'take', 'decades', 'load', 'kudos', 'for', 'this', 'massive', 'improvement']",easy use ui looks far better tahan the previous mobile banking alongside with the ux that is much more intuitive app launch is swift and doesnt take decades load kudos for this massive improvement,"['easy', 'use', 'ui', 'looks', 'far', 'better', 'tahan', 'the', 'previous', 'mobile', 'banking', 'alongside', 'with', 'the', 'ux', 'that', 'is', 'much', 'more', 'intuitive', 'app', 'launch', 'is', 'swift', 'and', 'doesnt', 'take', 'decades', 'load', 'dos', 'for', 'this', 'massive', 'improvement']"
"Plusnya: ga repot ngapalin password transaksi, soalnya ydah pake MPIN buat transaksi. Trus tampilannya lebih cacthy dan menarik! 
 
 Minusnya: beberapa transaksi sprti bayar tagihan rutin kayak bayar listrik belum bisa save to favorite, atau sy yg blm nemu caranya ya? 
 Untuk Mobile Tunai kapan nih ada di Wondr? Bisa cepet-cepet bye bye sma BNI Mobile Banking. Huehehehe.. 
 
 Sukses terus Wondr by BNI!",Positive,Tampilan,"Plusnya ga repot ngapalin password transaksi soalnya ydah pake MPIN buat transaksi Trus tampilannya lebih cacthy dan menarik 
 
 Minusnya beberapa transaksi sprti bayar tagihan rutin kayak bayar listrik belum bisa save to favorite atau sy yg blm nemu caranya ya 
 Untuk Mobile Tunai kapan nih ada di Wondr Bisa cepet cepet bye bye sma BNI Mobile Banking Huehehehe 
 
 Sukses terus Wondr by BNI","plusnya ga repot ngapalin password transaksi soalnya ydah pake mpin buat transaksi trus tampilannya lebih cacthy dan menarik 
 
 minusnya beberapa transaksi sprti bayar tagihan rutin kayak bayar listrik belum bisa save to favorite atau sy yg blm nemu caranya ya 
 untuk mobile tunai kapan nih ada di wondr bisa cepet cepet bye bye sma bni mobile banking huehehehe 
 
 sukses terus wondr by bni",plusnya tidak repot ngapalin password transaksi soalnya ydah pakai mpin buat transaksi terus tampilannya lebih cacthy dan menarik minusnya beberapa transaksi seperti bayar tagihan rutin kayak bayar listrik belum bisa save tapi favorite atau saya yang belum nemu caranya ya untuk mobile tunai kapan nih ada di wondr bisa cepat cepat bye bye sama bni mobile banking huehehehe sukses terus wondr by bni,plusnya tidak repot ngapalin password transaksi ydah pakai mpin transaksi tampilannya lebih cacthy menarik minusnya transaksi bayar tagihan rutin kayak bayar listrik belum bisa save favorite belum nemu mobile tunai nih bisa cepat cepat bye bye mobile banking huehehehe sukses,"['plusnya', 'tidak', 'repot', 'ngapalin', 'password', 'transaksi', 'ydah', 'pakai', 'mpin', 'transaksi', 'tampilannya', 'lebih', 'cacthy', 'menarik', 'minusnya', 'transaksi', 'bayar', 'tagihan', 'rutin', 'kayak', 'bayar', 'listrik', 'belum', 'bisa', 'save', 'favorite', 'belum', 'nemu', 'mobile', 'tunai', 'nih', 'bisa', 'cepat', 'cepat', 'bye', 'bye', 'mobile', 'banking', 'huehehehe', 'sukses']",plusnya tidak repot ngapalin password transaksi ydah pakai mpin transaksi tampilannya lebih cacthy menarik minusnya transaksi bayar tagihan rutin kayak bayar listrik belum bisa save favorite belum nemu mobile tunai nih bisa cepat cepat bye bye mobile banking huehehehe sukses,"['plus', 'tidak', 'repot', 'ngapalin', 'password', 'transaksi', 'ydah', 'pakai', 'mpin', 'transaksi', 'tampil', 'lebih', 'cacthy', 'menarik', 'minus', 'transaksi', 'bayar', 'tagih', 'rutin', 'kayak', 'bayar', 'listrik', 'belum', 'bisa', 'save', 'favorite', 'belum', 'nemu', 'mobile', 'tunai', 'nih', 'bisa', 'cepat', 'cepat', 'bye', 'bye', 'mobile', 'banking', 'huehehehe', 'sukses']"
Wondr by BNI hadir dengan desain modern dan fitur-fitur yang menarik,Positive,Tampilan,Wondr by BNI hadir dengan desain modern dan fitur fitur yang menarik,wondr by bni hadir dengan desain modern dan fitur fitur yang menarik,wondr by bni hadir dengan desain modern dan fitur fitur yang menarik,hadir desain modern fitur fitur menarik,"['hadir', 'desain', 'modern', 'fitur', 'fitur', 'menarik']",hadir desain modern fitur fitur menarik,"['hadir', 'desain', 'modern', 'fitur', 'fitur', 'menarik']"
"Apps nya keren, simple, dan fitur nya yg banyak update dari mobile banking sebelumnya.",Positive,Tampilan,Apps nya keren simple dan fitur nya yg banyak update dari mobile banking sebelumnya,apps nya keren simple dan fitur nya yg banyak update dari mobile banking sebelumnya,apps ya keren simpel dan fitur ya yang banyak update dari mobile banking sebelumnya,apps keren simpel fitur update mobile banking,"['apps', 'keren', 'simpel', 'fitur', 'update', 'mobile', 'banking']",apps keren simpel fitur update mobile banking,"['apps', 'keren', 'simpel', 'fitur', 'update', 'mobile', 'banking']"
"keren banget, lebih cepat dan mudah dibandingkan mobile banking yang lama.",Positive,Tampilan,keren banget lebih cepat dan mudah dibandingkan mobile banking yang lama,keren banget lebih cepat dan mudah dibandingkan mobile banking yang lama,keren banget lebih cepat dan mudah dibandingkan mobile banking yang lama,keren banget lebih cepat mudah dibandingkan mobile banking lama,"['keren', 'banget', 'lebih', 'cepat', 'mudah', 'dibandingkan', 'mobile', 'banking', 'lama']",keren banget lebih cepat mudah dibandingkan mobile banking lama,"['keren', 'banget', 'lebih', 'cepat', 'mudah', 'banding', 'mobile', 'banking', 'lama']"
"Love the new design, UI, & UX! Finally the app we've been waiting for...",Positive,Tampilan,Love the new design UI  UX Finally the app weve been waiting for,love the new design ui  ux finally the app weve been waiting for,love the new design ui ux finally the app weve been waiting for,love the new design ui ux finally the app weve been waiting for,"['love', 'the', 'new', 'design', 'ui', 'ux', 'finally', 'the', 'app', 'weve', 'been', 'waiting', 'for']",love the new design ui ux finally the app weve been waiting for,"['love', 'the', 'new', 'design', 'ui', 'ux', 'finally', 'the', 'app', 'weve', 'been', 'waiting', 'for']"
"Wondr dibanding apps bni mobile lama lebih simple, lebih baik, dan bagus untuk tampilannya, 
 Kalau juga di banding mobile banking bank sebelah ya, cakep lahðŸ‘ðŸ‘",Positive,Tampilan,"Wondr dibanding apps bni mobile lama lebih simple lebih baik dan bagus untuk tampilannya 
 Kalau juga di banding mobile banking bank sebelah ya cakep lah","wondr dibanding apps bni mobile lama lebih simple lebih baik dan bagus untuk tampilannya 
 kalau juga di banding mobile banking bank sebelah ya cakep lah",wondr dibanding apps bni mobile lama lebih simpel lebih baik dan bagus untuk tampilannya kalau juga di banding mobile banking bank sebelah ya cakep lah,dibanding apps mobile lama lebih simpel lebih baik bagus tampilannya banding mobile banking bank sebelah cakep,"['dibanding', 'apps', 'mobile', 'lama', 'lebih', 'simpel', 'lebih', 'baik', 'bagus', 'tampilannya', 'banding', 'mobile', 'banking', 'bank', 'sebelah', 'cakep']",dibanding apps mobile lama lebih simpel lebih baik bagus tampilannya banding mobile banking bank sebelah cakep,"['banding', 'apps', 'mobile', 'lama', 'lebih', 'simpel', 'lebih', 'baik', 'bagus', 'tampil', 'banding', 'mobile', 'banking', 'bank', 'belah', 'cakep']"
"Secara UI memang sudah sangat improve dibanding BNI Mobile. Namun secara system pembayaran khususnya QRIS, masih sangat buruk.
 
 Selama menggunakan QRIS dengan Wondr dari awal launching, success rate HANYA 70%! Sering kali gagal bayar dan pengalaman yang sangat tidak mengenakan pun belum lama saya alami.
 
 Tiga kali scan selalu gagal TAPI DANA TERDEBET total 1 jutaan. Berhari-hari dana tidak refund, setelah lapor ke CS diminta beberapa data history transaksi yang menyatakan gagal. Sudah saya penuhi, namun keesokan harinya CS masih minta surat pernyataan bertanda tangan. WHAT? Nasabah jadi korban atas ketidakbecusan system, nasabah juga yang harus effort urus ini itu untuk meminta HAK nya? Mana CS juga balasnya 1 kali sehari, sangat sangat slow response.
 
 Ketidakbecusan system + SOP penanganan CS yang ribet = PENGALAMAN BURUK.
 
 Awalnya mulai aktif lagi pakai BNI karna aplikasi Wondr cukup bagus user experience nya. Tapi dengan kejadian ini, SAYA URUNGKAN NIAT TERSRBUT.
 
 Hati-hati juga untuk kalian yang punya duit pas pas an di rekening, gagal bayar dengan Wondr & dana terdebet bisa buat kalian MALU kalau akhirnya tidak bisa bayar di kasirðŸ˜",Positive,Tampilan,"Secara UI memang sudah sangat improve dibanding BNI Mobile Namun secara system pembayaran khususnya QRIS masih sangat buruk
 
 Selama menggunakan QRIS dengan Wondr dari awal launching success rate HANYA  Sering kali gagal bayar dan pengalaman yang sangat tidak mengenakan pun belum lama saya alami
 
 Tiga kali scan selalu gagal TAPI DANA TERDEBET total  jutaan Berhari hari dana tidak refund setelah lapor ke CS diminta beberapa data history transaksi yang menyatakan gagal Sudah saya penuhi namun keesokan harinya CS masih minta surat pernyataan bertanda tangan WHAT Nasabah jadi korban atas ketidakbecusan system nasabah juga yang harus effort urus ini itu untuk meminta HAK nya Mana CS juga balasnya  kali sehari sangat sangat slow response
 
 Ketidakbecusan system  SOP penanganan CS yang ribet  PENGALAMAN BURUK
 
 Awalnya mulai aktif lagi pakai BNI karna aplikasi Wondr cukup bagus user experience nya Tapi dengan kejadian ini SAYA URUNGKAN NIAT TERSRBUT
 
 Hati hati juga untuk kalian yang punya duit pas pas an di rekening gagal bayar dengan Wondr  dana terdebet bisa buat kalian MALU kalau akhirnya tidak bisa bayar di kasir","secara ui memang sudah sangat improve dibanding bni mobile namun secara system pembayaran khususnya qris masih sangat buruk
 
 selama menggunakan qris dengan wondr dari awal launching success rate hanya  sering kali gagal bayar dan pengalaman yang sangat tidak mengenakan pun belum lama saya alami
 
 tiga kali scan selalu gagal tapi dana terdebet total  jutaan berhari hari dana tidak refund setelah lapor ke cs diminta beberapa data history transaksi yang menyatakan gagal sudah saya penuhi namun keesokan harinya cs masih minta surat pernyataan bertanda tangan what nasabah jadi korban atas ketidakbecusan system nasabah juga yang harus effort urus ini itu untuk meminta hak nya mana cs juga balasnya  kali sehari sangat sangat slow response
 
 ketidakbecusan system  sop penanganan cs yang ribet  pengalaman buruk
 
 awalnya mulai aktif lagi pakai bni karna aplikasi wondr cukup bagus user experience nya tapi dengan kejadian ini saya urungkan niat tersrbut
 
 hati hati juga untuk kalian yang punya duit pas pas an di rekening gagal bayar dengan wondr  dana terdebet bisa buat kalian malu kalau akhirnya tidak bisa bayar di kasir",secara ui memang sudah sangat improve dibanding bni mobile namun secara system pembayaran khususnya QRIS masih sangat buruk selama menggunakan QRIS dengan wondr dari awal launching success rate hanya sering kali gagal bayar dan pengalaman yang sangat tidak mengenakan pun belum lama saya alami tiga kali scan selalu gagal tapi dana terdebet total jutaan berhari hari dana tidak refund setelah lapor ke cs diminta beberapa data history transaksi yang menyatakan gagal sudah saya penuhi namun keesokan harinya cs masih meminta surat pernyataan bertanda tangan what nasabah jadi korban atas ketidakbecusan system nasabah juga yang harus effort urus ini itu untuk meminta hak ya mana cs juga balasnya kali sehari sangat sangat slow response ketidakbecusan system sop penanganan cs yang rumit pengalaman buruk awalnya mulai aktif lagi pakai bni karena aplikasi wondr cukup bagus user experience ya tapi dengan kejadian ini saya urungkan berniat tersrbut hati hati juga untuk kalian yang punya uang pas pas an di rekening gagal bayar dengan wondr dana terdebet bisa buat kalian malu kalau akhirnya tidak bisa bayar di kasir,ui sangat improve dibanding mobile system pembayaran QRIS masih sangat buruk QRIS launching success rate sering kali gagal bayar pengalaman sangat tidak mengenakan belum lama alami kali scan gagal dana terdebet total jutaan berhari dana tidak refund lapor cs data history transaksi gagal penuhi keesokan harinya cs masih surat pernyataan bertanda tangan what nasabah korban ketidakbecusan system nasabah effort urus hak cs balasnya kali sehari sangat sangat slow response ketidakbecusan system sop penanganan cs rumit pengalaman buruk aktif pakai bagus user experience kejadian urungkan berniat tersrbut hati hati uang pas pas an rekening gagal bayar dana terdebet bisa malu tidak bisa bayar kasir,"['ui', 'sangat', 'improve', 'dibanding', 'mobile', 'system', 'pembayaran', 'QRIS', 'masih', 'sangat', 'buruk', 'QRIS', 'launching', 'success', 'rate', 'sering', 'kali', 'gagal', 'bayar', 'pengalaman', 'sangat', 'tidak', 'mengenakan', 'belum', 'lama', 'alami', 'kali', 'scan', 'gagal', 'dana', 'terdebet', 'total', 'jutaan', 'berhari', 'dana', 'tidak', 'refund', 'lapor', 'cs', 'data', 'history', 'transaksi', 'gagal', 'penuhi', 'keesokan', 'harinya', 'cs', 'masih', 'surat', 'pernyataan', 'bertanda', 'tangan', 'what', 'nasabah', 'korban', 'ketidakbecusan', 'system', 'nasabah', 'effort', 'urus', 'hak', 'cs', 'balasnya', 'kali', 'sehari', 'sangat', 'sangat', 'slow', 'response', 'ketidakbecusan', 'system', 'sop', 'penanganan', 'cs', 'rumit', 'pengalaman', 'buruk', 'aktif', 'pakai', 'bagus', 'user', 'experience', 'kejadian', 'urungkan', 'berniat', 'tersrbut', 'hati', 'hati', 'uang', 'pas', 'pas', 'an', 'rekening', 'gagal', 'bayar', 'dana', 'terdebet', 'bisa', 'malu', 'tidak', 'bisa', 'bayar', 'kasir']",ui sangat improve dibanding mobile system pembayaran QRIS masih sangat buruk QRIS launching success rate sering kali gagal bayar pengalaman sangat tidak mengenakan belum lama alami kali scan gagal dana terdebet total jutaan berhari dana tidak refund lapor cs data history transaksi gagal penuhi keesokan harinya cs masih surat pernyataan bertanda tangan what nasabah korban ketidakbecusan system nasabah effort urus hak cs balasnya kali sehari sangat sangat slow response ketidakbecusan system sop penanganan cs rumit pengalaman buruk aktif pakai bagus user experience kejadian urungkan berniat tersrbut hati hati uang pas pas an rekening gagal bayar dana terdebet bisa malu tidak bisa bayar kasir,"['ui', 'sangat', 'improve', 'banding', 'mobile', 'system', 'bayar', 'qris', 'masih', 'sangat', 'buruk', 'qris', 'launching', 'success', 'rate', 'sering', 'kali', 'gagal', 'bayar', 'alam', 'sangat', 'tidak', 'kena', 'belum', 'lama', 'alami', 'kali', 'scan', 'gagal', 'dana', 'debet', 'total', 'juta', 'hari', 'dana', 'tidak', 'refund', 'lapor', 'cs', 'data', 'history', 'transaksi', 'gagal', 'penuh', 'esok', 'hari', 'cs', 'masih', 'surat', 'nyata', 'tanda', 'tangan', 'what', 'nasabah', 'korban', 'ketidakbecusan', 'system', 'nasabah', 'effort', 'urus', 'hak', 'cs', 'balas', 'kali', 'hari', 'sangat', 'sangat', 'slow', 'response', 'ketidakbecusan', 'system', 'sop', 'tangan', 'cs', 'rumit', 'alam', 'buruk', 'aktif', 'pakai', 'bagus', 'user', 'experience', 'jadi', 'urung', 'niat', 'tersrbut', 'hati', 'hati', 'uang', 'pas', 'pas', 'an', 'rekening', 'gagal', 'bayar', 'dana', 'debet', 'bisa', 'malu', 'tidak', 'bisa', 'bayar', 'kasir']"
Interface nya sangat usser friendly â€¦ pemilihan warna nya cukup beraniâ€¦ sangat anak muda banget dan kekinian â€¦ overall sangat oke,Positive,Tampilan,Interface nya sangat usser friendly  pemilihan warna nya cukup berani sangat anak muda banget dan kekinian  overall sangat oke,interface nya sangat usser friendly  pemilihan warna nya cukup berani sangat anak muda banget dan kekinian  overall sangat oke,interface ya sangat usser friendly pemilihan warna ya cukup berani sangat anak muda banget dan kekinian overall sangat oke,interface sangat usser friendly pemilihan warna berani sangat anak muda banget kekinian overall sangat oke,"['interface', 'sangat', 'usser', 'friendly', 'pemilihan', 'warna', 'berani', 'sangat', 'anak', 'muda', 'banget', 'kekinian', 'overall', 'sangat', 'oke']",interface sangat usser friendly pemilihan warna berani sangat anak muda banget kekinian overall sangat oke,"['interface', 'sangat', 'usser', 'friendly', 'pilih', 'warna', 'berani', 'sangat', 'anak', 'muda', 'banget', 'kini', 'overall', 'sangat', 'oke']"
